Lipid,C3L-00365,C3L-00674,C3L-00677,C3L-01043,C3L-01045,C3L-01048,C3L-01049,C3L-01149,C3L-01157,C3L-01839,C3L-01887,C3L-02041,C3L-02465,C3L-02504,C3L-02542,C3L-02642,C3L-02704,C3L-02705,C3L-02707,C3L-02708,C3L-02900,C3L-02970,C3L-02984,C3L-03266,C3L-03407,C3L-03681,C3L-03727,C3L-03728,C3L-03748,C3L-03968,C3L-04084,C3N-00661,C3N-00662,C3N-00663,C3N-00665,C3N-01192,C3N-01196,C3N-01334,C3N-01364,C3N-01366,C3N-01368,C3N-01369,C3N-01505,C3N-01515,C3N-01517,C3N-01518,C3N-01798,C3N-01814,C3N-01815,C3N-01816,C3N-01817,C3N-01818,C3N-01850,C3N-01852,C3N-01856,C3N-02181,C3N-02183,C3N-02185,C3N-02186,C3N-02188,C3N-02190,C3N-02255,C3N-02256,C3N-02769,C3N-02770,C3N-02782,C3N-02783,C3N-02784,C3N-02785,C3N-02786,C3N-02788,C3N-03070,C3N-03088,C3N-03180,C3N-03182,C3N-03183,C3N-03184,C3N-03186,C3N-03187,C3N-03188,PT-NPJ7,PT-P44H,PT-Q2AG,PT-R55F,PT-RN5K,PT-UTHO,PT-WVLH
SM(d16:1/16:0);SM(d18:1/14:0),20.288,20.469,20.146,20.341,19.734,19.392,20.711,18.272,19.729,19.658,20.734,21.076,21.576,20.374,21.077,19.738,20.431,20.468,19.575,20.537,21.170,18.837,22.110,19.993,19.747,20.644,21.119,22.032,20.194,20.618,19.761,19.293,19.737,20.778,20.200,20.962,20.052,20.168,20.925,20.045,20.299,20.740,19.730,20.583,20.461,20.100,20.437,18.351,19.318,20.425,20.267,19.603,20.028,20.352,19.895,19.553,21.858,20.047,20.136,19.523,19.341,20.080,19.933,18.715,19.969,19.994,20.379,20.719,20.433,20.070,19.332,20.832,21.061,19.555,21.192,20.793,19.371,18.590,20.651,19.795,19.467,20.061,19.843,19.720,20.288,20.147,19.953
SM(d17:1/16:0),20.763,21.095,20.605,20.468,20.973,20.272,21.475,18.711,20.674,20.686,21.251,21.679,21.466,21.288,21.782,20.579,21.509,20.753,20.898,20.768,21.049,19.144,22.769,20.692,20.356,21.220,21.953,22.818,20.909,20.666,20.761,19.961,21.149,21.236,20.865,21.353,20.562,21.300,20.709,20.559,21.652,20.904,21.029,20.642,21.507,20.508,22.096,19.634,20.204,21.586,21.103,20.883,21.154,21.238,19.947,20.370,22.007,19.946,20.800,20.541,20.434,20.455,20.566,19.834,20.617,21.177,20.681,20.941,20.927,20.994,19.919,21.150,22.482,20.808,21.732,21.029,20.121,19.545,22.025,20.356,19.490,20.024,20.480,20.480,20.458,19.827,20.186
SM(d17:1/24:1);SM(d18:1/23:1),20.811,21.302,20.571,20.603,20.038,19.225,20.737,18.459,21.233,23.381,23.659,21.066,21.918,20.525,20.466,21.131,20.382,21.814,20.817,20.592,20.930,20.222,23.534,21.776,21.816,21.944,20.924,22.939,20.827,22.024,19.926,20.550,20.393,21.524,20.849,21.238,20.576,21.331,20.555,20.737,20.975,21.332,20.753,20.272,20.346,20.923,21.303,20.313,21.681,21.350,22.625,21.615,22.698,20.804,19.992,20.148,23.076,20.903,22.836,19.817,21.760,21.057,21.213,19.768,20.424,20.758,22.014,20.969,20.346,20.445,19.917,21.321,23.252,22.642,21.552,21.310,20.466,20.604,22.091,22.222,22.379,23.663,22.882,23.967,24.508,24.062,23.701
SM(d18:0/18:0),22.682,21.521,21.813,21.389,20.592,22.044,19.898,21.197,22.313,22.425,23.808,22.756,23.022,22.790,22.438,23.213,22.759,21.893,22.548,21.199,24.002,21.915,23.676,21.392,21.371,23.464,22.523,22.757,22.627,21.178,21.796,21.739,21.156,22.212,20.637,22.165,20.912,22.172,22.665,20.324,23.292,19.716,21.371,21.124,22.226,22.260,22.768,21.585,20.327,22.389,22.730,23.230,24.083,23.032,21.135,20.592,23.015,21.941,22.167,21.978,22.415,22.489,23.069,21.163,22.665,20.221,23.461,22.200,23.209,20.744,21.525,23.731,22.725,21.289,19.239,21.238,21.966,22.004,23.966,23.033,23.765,24.026,24.068,23.595,23.701,23.834,24.611
SM(d18:0/20:0),18.738,19.394,19.599,18.428,18.716,17.945,17.595,17.875,20.487,20.924,22.265,20.251,20.595,19.277,19.419,20.154,19.541,19.524,19.659,19.077,20.334,19.392,19.936,18.741,17.950,19.731,19.725,20.514,19.322,18.357,19.764,18.795,18.506,19.365,17.821,19.552,18.150,19.731,19.366,17.806,19.902,17.026,18.996,18.603,19.079,18.419,20.327,19.300,17.150,19.987,21.441,20.327,21.974,20.012,18.569,17.163,19.765,19.527,20.116,18.739,18.780,20.801,21.498,18.999,20.771,17.774,20.764,18.692,20.492,18.156,19.101,20.607,20.695,18.792,17.467,18.895,18.894,19.960,22.015,21.271,22.958,23.353,23.627,23.106,22.896,23.080,24.535
SM(d18:0/24:1),20.949,21.112,19.368,20.524,20.264,19.438,20.054,20.348,21.508,23.203,23.747,21.927,21.790,21.509,20.952,20.265,21.027,22.160,20.915,21.499,22.022,20.916,22.925,22.059,21.832,22.748,20.619,23.113,22.032,22.390,19.867,20.973,20.494,21.732,20.657,22.044,20.940,21.462,22.519,20.479,22.112,21.032,21.118,21.743,20.451,21.509,20.808,20.242,22.149,21.875,22.728,22.194,22.856,21.060,20.518,20.773,23.206,20.716,23.323,21.441,22.031,20.931,21.150,20.370,20.724,20.867,22.671,22.555,20.758,20.805,20.698,21.066,23.070,22.838,20.825,21.237,20.673,21.133,22.224,22.678,22.288,23.440,22.983,23.425,24.733,24.726,24.094
SM(d18:1/16:0)_A,18.154,17.650,17.361,18.520,18.035,17.743,18.582,15.544,17.288,16.879,17.680,18.376,19.120,17.740,18.632,17.451,17.775,17.447,17.269,17.783,18.187,15.683,19.036,17.761,16.947,18.282,18.744,19.943,17.157,17.879,17.105,17.185,17.369,18.801,18.466,18.669,17.680,18.066,17.750,17.576,17.653,17.994,17.541,17.345,17.413,17.401,17.843,15.455,16.627,18.604,17.152,17.182,17.462,17.718,17.446,16.820,18.445,16.909,17.398,16.705,16.641,16.823,17.340,16.089,17.041,17.975,16.933,18.008,17.826,17.556,15.900,18.179,18.848,17.253,18.113,17.914,16.731,16.183,17.670,16.799,15.345,16.326,16.652,16.471,16.765,16.495,16.071
SM(d18:1/16:0)_B,25.335,24.136,24.450,24.636,24.766,24.414,24.799,23.271,24.114,24.099,25.068,25.502,25.852,24.996,24.843,24.655,24.988,24.516,24.772,24.494,25.357,23.527,26.230,24.452,23.872,24.665,25.453,25.396,24.528,24.660,24.155,24.230,24.277,25.165,24.336,24.799,24.616,24.668,25.136,24.590,25.062,24.057,24.334,24.498,25.963,24.880,25.396,24.114,23.607,25.032,24.395,25.058,24.597,25.114,24.745,24.785,25.605,24.451,24.266,24.925,24.385,24.774,24.798,24.353,24.503,25.310,25.375,25.001,24.785,25.045,24.127,25.572,25.346,24.107,25.477,25.143,24.421,23.813,25.251,24.584,23.854,24.840,24.382,24.540,24.686,24.343,24.291
SM(d18:1/18:0),25.863,24.599,25.465,24.777,24.348,25.398,24.052,23.526,25.395,25.560,26.715,24.996,26.280,25.565,24.809,26.003,25.590,25.258,25.799,23.996,26.049,24.451,26.179,24.951,24.933,25.398,25.914,25.508,25.139,24.403,25.018,24.957,24.581,24.877,24.383,25.167,24.379,25.281,24.394,24.912,25.673,23.953,24.297,24.512,26.104,25.429,25.854,25.346,24.128,25.299,25.564,25.922,26.373,25.991,24.424,23.886,25.574,25.140,25.144,25.405,25.105,25.786,26.040,24.882,25.540,25.563,26.314,25.035,25.627,24.401,24.940,26.245,25.489,24.752,23.832,24.617,24.868,24.876,26.206,25.739,26.242,26.675,26.576,26.389,26.424,26.534,26.815
SM(d18:1/20:0),21.911,22.569,23.153,21.699,21.991,21.884,21.624,20.122,23.090,23.865,25.181,23.268,23.550,22.181,22.119,23.562,22.179,22.961,23.322,21.975,23.466,22.503,23.454,21.996,21.544,22.546,22.754,23.219,22.154,21.313,22.792,22.216,22.014,22.630,21.646,23.064,21.521,22.620,22.105,21.460,22.185,21.428,22.238,21.657,23.000,22.156,23.592,22.862,20.650,22.677,24.374,23.861,25.172,22.906,21.462,21.209,23.056,23.108,22.613,21.960,22.304,24.450,24.730,22.086,23.841,21.997,23.915,21.501,23.836,21.524,22.759,23.985,23.110,22.145,22.113,21.644,22.104,22.959,25.001,24.709,25.721,25.910,25.666,25.556,25.208,25.254,25.994
SM(d18:1/22:0),23.571,22.819,23.713,23.488,23.310,23.029,23.481,22.622,22.683,23.105,23.879,25.074,24.562,23.649,23.294,23.440,22.881,23.440,23.339,23.807,24.633,22.732,23.908,22.498,21.917,23.341,23.829,23.825,23.641,22.770,22.685,23.404,23.117,23.794,22.806,23.457,22.726,22.890,23.512,23.615,23.069,22.481,23.402,22.727,24.548,22.974,23.310,22.578,21.934,23.451,23.211,23.542,23.715,23.905,23.191,22.568,23.886,23.072,22.793,23.542,22.894,22.960,23.129,22.953,22.929,23.334,24.136,23.101,23.500,23.338,22.914,24.799,23.207,22.458,23.872,23.601,22.703,23.003,23.649,23.405,23.527,23.777,23.870,23.825,24.093,23.712,24.080
SM(d18:1/22:1),20.375,20.061,20.171,19.991,19.890,18.618,20.358,17.946,19.608,21.204,22.105,20.868,21.489,20.439,20.235,19.987,20.242,20.884,19.936,20.798,21.258,19.101,23.030,20.584,20.276,21.017,20.666,21.659,20.057,20.756,19.060,20.022,19.640,21.468,20.078,20.995,19.850,20.127,20.300,19.989,20.166,20.654,19.983,20.702,19.986,20.593,19.828,18.747,20.254,21.152,20.544,20.365,20.997,20.365,20.275,19.663,21.889,19.720,21.023,19.502,20.325,20.473,20.144,19.281,19.370,20.021,21.888,20.137,19.707,20.101,19.150,20.618,21.239,20.852,21.578,19.983,19.147,19.281,20.207,20.600,20.244,21.761,20.268,21.628,22.078,22.150,20.892
SM(d18:1/23:0),21.967,22.664,22.228,21.728,21.333,20.416,21.662,20.016,22.239,23.472,23.928,22.868,22.104,22.069,22.042,22.052,21.079,23.236,22.102,21.606,22.102,21.962,24.283,22.501,22.283,22.735,21.658,23.618,21.962,23.883,21.318,21.916,21.732,21.974,21.458,21.786,20.561,21.491,20.928,22.289,21.430,22.494,22.667,20.915,22.305,21.911,22.719,22.329,22.328,21.216,23.380,22.202,23.404,21.538,20.897,21.500,24.003,22.506,23.383,21.422,22.945,21.791,22.265,21.425,21.883,21.671,22.701,22.159,21.981,21.739,21.679,23.090,23.665,23.363,22.401,22.568,21.833,22.042,23.181,22.859,23.164,23.847,23.614,24.108,24.702,24.278,23.960
SM(d18:1/24:0),23.848,23.585,23.892,24.000,23.377,23.475,23.931,22.594,23.429,24.462,25.238,25.708,25.023,23.692,23.573,23.752,22.979,24.434,23.784,24.274,24.996,23.304,25.396,23.734,23.377,24.230,24.184,24.911,24.098,24.016,23.094,23.690,23.363,24.379,23.344,23.745,23.043,23.060,23.770,24.317,23.191,23.347,23.925,23.054,25.002,23.550,23.514,23.026,23.234,23.257,24.467,24.033,24.463,24.028,23.557,22.939,25.204,23.532,24.689,23.740,24.244,23.331,23.565,23.108,23.419,23.629,24.237,23.831,24.033,24.107,23.700,25.076,24.834,24.586,24.403,24.183,23.150,23.552,24.431,24.299,24.258,25.038,24.925,25.291,25.823,25.744,25.165
SM(d18:1/24:1),25.074,25.213,24.567,24.899,24.379,23.709,24.682,23.694,25.767,26.870,27.642,25.854,26.473,24.707,24.428,25.063,24.954,25.786,25.246,24.802,25.444,24.795,26.944,25.784,25.521,26.082,25.343,26.567,24.891,26.023,24.316,24.989,24.431,25.405,24.429,25.404,24.586,25.294,25.517,24.999,25.152,25.398,24.776,24.639,25.413,25.217,25.586,24.411,25.602,25.474,26.447,26.183,26.937,25.331,24.622,24.710,26.787,25.075,26.440,24.598,25.945,25.351,25.820,24.375,24.888,25.279,26.786,25.066,24.858,24.872,24.227,25.509,26.619,26.100,25.798,24.943,24.993,25.266,26.318,26.274,26.665,27.485,27.099,27.558,27.874,27.684,27.797
SM(d18:1/24:2),22.939,22.239,22.738,23.102,22.804,21.883,23.298,21.314,22.198,23.054,23.502,23.544,24.350,22.660,22.599,22.552,23.107,22.615,22.615,22.769,22.937,21.463,23.499,22.108,22.619,23.110,23.763,23.867,23.025,22.579,21.692,22.831,21.997,23.429,22.406,23.063,22.344,23.066,23.702,22.898,22.653,22.068,22.250,22.446,24.569,23.346,22.984,22.359,22.198,24.547,23.199,23.416,22.708,23.219,22.492,23.061,24.227,22.297,22.701,23.207,23.259,22.429,22.544,22.714,22.268,23.473,24.081,22.931,22.778,23.721,22.394,24.009,23.631,22.838,24.542,23.272,22.514,23.107,23.136,23.467,22.923,22.769,22.881,23.192,23.858,23.592,23.066
SM(d18:1/25:0),19.013,21.435,19.811,19.328,18.293,17.508,18.440,16.947,21.856,22.906,23.788,20.358,19.495,18.734,18.502,20.059,18.394,21.732,21.545,18.669,19.270,21.043,23.368,22.006,21.306,21.741,18.212,22.914,19.181,21.621,19.905,19.515,18.642,19.792,18.062,19.687,17.577,19.569,17.976,19.630,18.384,21.461,20.309,18.062,19.101,19.922,21.048,20.130,21.289,17.636,23.047,21.395,23.087,18.945,17.799,19.240,23.233,20.855,23.348,17.816,21.862,20.657,21.430,18.703,20.712,19.216,21.847,20.088,19.929,18.435,19.944,19.758,23.446,22.981,19.153,19.907,20.485,21.187,22.773,22.693,23.093,23.833,23.640,23.991,24.694,24.288,23.898
SM(d18:1/25:1),19.983,23.232,20.915,19.729,18.944,17.492,18.961,17.760,23.438,25.539,25.901,19.770,20.578,19.533,18.984,21.962,19.366,23.732,22.983,18.516,19.641,22.612,24.309,23.725,23.125,23.271,18.630,24.492,19.793,23.487,21.494,20.842,19.187,20.920,18.579,20.957,18.711,21.371,19.138,20.409,19.671,23.025,21.404,19.618,19.610,21.576,22.849,21.918,23.226,18.153,25.020,23.906,25.015,20.208,18.239,20.529,24.299,22.706,24.821,18.112,23.591,22.720,23.488,20.361,22.520,20.672,23.509,21.051,21.214,18.684,21.118,19.561,25.327,24.530,19.879,19.461,22.214,22.903,24.793,24.618,25.221,25.964,25.580,26.187,26.410,26.148,26.033
SM(d18:1/26:0),18.342,19.725,19.176,18.903,18.024,17.606,18.584,16.542,20.167,20.914,21.768,20.615,20.134,17.658,17.396,18.816,17.674,20.312,20.025,19.291,19.219,19.473,22.404,20.231,19.708,20.387,19.024,21.296,18.360,19.856,18.477,18.739,17.521,19.786,17.585,18.639,17.231,18.265,18.116,18.281,17.645,19.410,19.224,17.560,19.454,18.593,19.165,18.087,19.424,17.104,20.982,19.505,21.313,18.911,18.132,17.525,21.517,19.289,21.354,17.737,20.112,19.252,19.723,17.801,18.950,18.168,20.190,18.952,19.424,18.160,18.683,20.027,21.593,21.161,18.014,18.463,18.668,19.547,21.238,20.811,21.401,22.008,21.766,22.155,22.632,22.602,21.779
SM(d18:1/26:1),19.737,22.513,20.740,19.856,19.270,18.262,19.657,18.070,23.029,24.780,25.353,21.328,21.771,19.308,18.972,21.493,19.967,23.210,22.828,20.007,20.340,22.420,25.265,23.391,22.922,23.495,20.411,24.318,19.818,22.792,21.007,20.566,19.152,21.145,19.196,21.102,19.335,21.019,20.799,19.820,19.796,22.479,20.801,19.689,20.196,21.207,22.074,21.021,22.806,19.656,24.241,22.816,24.736,20.499,19.466,20.290,23.914,22.007,24.500,18.871,23.228,22.212,22.904,20.054,21.724,20.679,23.379,21.037,20.909,19.629,20.901,20.413,24.776,24.007,20.156,19.558,21.400,22.651,24.267,24.068,24.712,25.587,25.153,25.663,26.114,25.956,25.485
SM(d18:2/14:0),15.101,15.881,15.875,15.640,15.352,15.018,14.585,13.065,15.682,15.260,16.486,16.509,16.576,15.136,16.260,15.256,15.474,15.285,15.107,15.345,15.855,14.298,16.253,15.484,15.880,15.919,16.770,18.009,15.307,15.165,15.905,14.927,14.780,15.527,15.130,16.120,15.342,16.022,16.503,15.866,15.558,15.577,14.567,15.048,15.812,15.564,15.559,14.713,15.277,17.434,16.203,15.262,16.030,15.837,13.853,15.390,17.287,15.922,15.779,14.854,14.929,15.083,16.114,14.200,15.544,16.247,16.418,15.271,16.094,15.597,14.577,16.924,17.446,15.068,16.302,17.324,15.153,14.179,17.681,16.025,15.233,16.307,16.048,16.424,16.136,15.596,15.806
SM(d18:2/16:0)_A,20.663,21.188,20.767,20.497,21.053,20.316,20.876,18.799,20.936,19.846,21.022,21.631,21.863,20.642,21.442,20.800,21.606,20.972,20.559,20.519,21.219,19.740,22.019,20.973,21.117,21.120,21.984,22.619,21.042,21.192,20.954,20.239,20.383,21.601,20.589,21.281,20.935,21.268,21.758,21.351,21.040,21.049,20.351,20.763,21.885,21.405,22.176,20.660,20.663,22.385,21.428,20.939,20.627,21.287,20.205,21.139,23.108,21.133,20.968,21.060,21.180,20.877,21.294,20.052,21.167,21.795,21.886,21.562,21.266,21.650,20.556,22.061,22.535,21.141,21.980,22.393,20.803,20.497,22.544,21.172,19.253,19.574,19.454,19.407,20.045,NA,19.315
SM(d18:2/16:0)_B,17.643,18.061,17.740,17.604,17.498,17.159,17.721,15.132,17.830,17.257,18.073,18.460,18.853,17.612,18.195,17.761,18.778,17.608,17.381,17.165,18.356,16.615,19.121,17.356,17.839,17.969,18.831,19.747,17.702,17.606,17.717,16.838,16.941,18.369,17.493,18.070,17.447,18.030,18.528,17.975,17.855,17.639,17.189,17.382,18.383,17.795,18.556,16.698,17.348,19.579,18.292,17.655,18.696,18.561,16.917,17.297,19.356,17.568,17.944,17.400,17.539,17.510,18.347,16.626,17.661,18.400,18.494,17.989,17.998,18.135,17.019,18.558,19.625,17.473,18.917,18.955,17.075,16.994,19.215,17.875,16.809,17.678,18.496,17.318,17.760,NA,17.926
SM(d18:2/18:0)_A,23.737,23.319,24.166,22.889,22.828,23.734,21.868,20.837,24.290,23.842,24.833,23.077,24.350,23.486,23.140,24.293,24.603,23.101,24.288,21.070,23.826,22.901,24.006,22.983,24.027,23.773,24.803,24.569,23.471,21.559,24.284,23.230,22.706,23.259,23.192,23.540,22.999,23.879,21.980,23.287,24.217,21.843,22.313,22.408,24.304,23.569,24.189,23.715,22.661,24.307,24.138,24.351,25.002,24.703,22.115,22.848,23.848,23.824,23.524,23.542,23.269,24.001,25.046,22.846,23.741,24.306,24.447,22.894,23.912,23.016,23.215,24.081,24.792,23.261,22.418,23.573,23.188,23.514,24.935,24.411,23.908,24.603,24.881,24.762,24.748,24.571,25.177
SM(d18:2/18:0)_B,20.282,19.759,20.764,NA,19.267,20.033,18.330,17.588,20.704,21.581,22.489,19.529,21.031,19.852,19.369,21.323,21.200,20.210,21.005,17.742,20.866,19.629,22.118,20.048,21.238,20.535,21.464,21.618,20.126,NA,20.786,19.668,19.066,19.877,NA,20.088,19.086,20.536,18.668,19.929,20.853,18.727,18.940,18.926,20.652,20.077,20.606,20.153,19.873,21.058,21.118,21.206,22.757,21.221,18.838,18.906,NA,NA,21.042,19.808,20.043,NA,21.976,19.361,20.502,20.359,21.088,NA,20.413,19.533,19.756,20.427,21.177,20.468,18.837,19.641,19.517,20.087,21.678,21.263,21.591,22.355,22.513,23.040,22.608,NA,23.086
SM(d18:2/22:0),21.152,20.863,22.078,21.260,21.353,21.092,21.113,19.621,20.433,20.488,21.152,22.481,21.994,21.296,21.325,20.740,21.222,20.931,20.670,21.041,21.807,20.482,20.944,20.308,19.817,20.956,22.220,21.953,21.747,20.440,20.899,20.921,20.851,22.051,21.108,21.349,20.803,21.145,20.922,21.756,20.759,20.552,21.038,20.350,22.169,21.069,21.046,20.750,19.810,22.144,20.874,20.649,20.765,21.715,20.662,21.186,21.342,20.904,20.349,21.229,20.647,20.474,21.253,21.134,21.160,21.989,21.982,20.467,21.528,21.823,20.651,22.849,20.973,19.916,22.113,21.874,20.575,21.016,21.544,20.820,20.284,20.163,20.538,20.756,20.916,20.727,20.748
SM(d18:2/23:0),19.577,20.331,20.571,19.808,19.471,18.317,19.444,17.714,19.857,20.736,21.172,20.594,20.060,20.192,20.239,19.797,19.104,20.445,19.475,19.419,19.534,19.413,21.416,19.616,20.345,19.911,20.165,21.237,20.176,20.736,19.546,19.381,19.802,20.351,19.757,19.806,19.062,19.491,18.716,20.511,19.239,20.457,20.246,18.590,19.860,19.848,20.123,20.313,20.044,20.347,20.766,19.441,20.954,19.625,18.669,20.148,21.342,20.316,20.711,19.301,20.364,19.700,20.282,19.768,19.857,19.961,20.944,19.442,20.034,19.879,19.429,21.321,21.266,20.420,20.695,21.310,19.442,19.830,20.791,20.315,20.496,21.382,20.809,21.546,22.139,21.266,21.304
SM(d34:0),22.912,21.576,21.260,22.215,21.517,22.231,21.358,21.284,21.223,21.725,23.104,23.813,23.439,22.971,22.880,22.144,23.063,22.624,22.257,22.511,24.077,21.662,25.016,22.047,21.180,22.894,22.752,22.615,23.027,22.349,21.377,22.130,21.793,23.304,21.878,22.496,22.593,22.217,24.002,21.953,23.587,21.345,22.531,22.515,22.705,22.688,22.995,21.158,20.559,22.583,21.766,22.897,22.763,22.711,22.708,22.033,23.867,22.206,21.800,22.615,22.025,22.473,22.324,22.199,22.271,21.766,24.049,22.612,22.540,22.629,21.796,23.590,23.207,21.568,21.624,22.250,22.421,21.517,22.901,22.493,21.207,22.006,21.901,22.239,21.985,22.257,22.432
SM(d42:0),19.438,19.553,18.556,19.540,19.150,18.657,18.863,19.168,19.451,20.751,21.605,21.140,19.704,20.242,19.382,18.917,18.555,20.359,19.178,19.945,21.442,19.660,21.792,20.266,19.679,20.719,18.748,21.195,20.531,20.313,18.480,19.268,19.146,20.095,19.626,19.706,19.194,19.292,19.541,19.898,20.000,19.260,19.857,20.492,19.056,19.330,18.630,19.193,19.317,18.931,20.500,20.118,20.830,19.081,18.799,19.373,21.515,19.228,21.314,20.764,20.260,19.390,19.030,19.422,19.546,18.728,20.119,21.244,19.524,19.454,20.326,19.871,21.032,20.941,18.345,22.167,18.673,19.420,20.587,20.439,20.476,21.403,20.882,21.122,22.556,22.350,21.340
SM(d43:3);SM(d18:2/25:1),17.179,19.181,18.015,17.019,16.453,15.339,16.992,14.748,19.083,20.948,21.807,17.571,17.790,17.615,16.867,18.943,16.302,19.084,18.579,16.346,16.839,18.203,21.268,18.576,18.998,18.451,16.862,20.321,17.586,18.944,17.801,17.310,16.412,17.648,16.314,17.745,16.067,17.873,16.647,18.031,16.863,18.486,17.547,16.400,17.461,17.784,18.856,18.606,18.741,16.995,21.070,20.036,20.960,17.210,15.923,17.379,20.306,18.982,20.522,16.161,19.498,19.185,19.457,17.076,18.705,17.250,19.771,17.231,18.090,16.722,17.656,17.869,21.262,20.141,17.472,17.800,18.219,19.261,20.703,20.933,21.057,21.780,21.450,22.040,22.561,21.756,22.055
TG(10:0/16:0/20:4),14.704,16.345,13.683,17.082,16.543,16.424,16.213,15.659,14.469,13.406,12.788,15.905,13.683,16.486,14.991,14.167,16.955,13.799,11.913,16.472,14.861,16.159,12.874,16.145,14.803,15.158,15.075,13.046,16.662,14.055,15.111,16.113,17.482,16.141,17.202,15.026,16.398,16.466,15.736,15.218,16.245,16.773,17.574,17.411,13.887,14.450,14.249,14.075,15.683,14.620,12.566,13.387,12.974,15.192,17.393,17.852,13.932,15.968,15.255,14.928,15.690,15.596,12.315,16.985,16.634,16.102,15.894,14.219,16.101,16.124,17.444,13.404,13.284,16.420,16.886,18.717,13.714,16.054,12.577,14.635,13.628,13.038,12.916,12.963,12.989,13.512,13.454
TG(12:0/18:2/22:6),13.891,15.303,13.888,15.439,15.420,16.014,15.386,13.784,13.173,12.455,NA,14.682,13.354,14.680,13.493,13.922,15.467,13.638,11.948,15.125,14.550,15.335,NA,14.426,14.311,14.072,13.599,11.575,15.356,12.641,14.564,15.491,15.967,14.542,16.784,14.369,15.193,15.664,14.010,13.883,14.746,15.827,16.324,17.016,13.344,14.130,13.128,11.815,14.628,14.208,NA,12.103,12.775,14.389,17.046,16.400,NA,14.157,13.759,14.350,14.447,13.752,11.306,16.471,15.549,13.788,13.835,13.537,14.983,16.904,16.636,13.900,NA,15.395,15.844,14.901,12.735,15.369,NA,13.319,14.230,NA,NA,NA,NA,NA,NA
TG(14:0/16:0/16:0),20.334,19.229,18.794,19.379,20.215,20.146,18.740,20.951,18.679,18.889,18.215,20.334,18.445,21.068,20.390,19.244,19.632,19.743,19.501,20.424,19.509,19.366,18.484,19.713,18.397,18.654,19.822,18.093,20.012,17.674,19.572,19.999,19.868,19.615,19.229,19.529,19.414,20.070,19.544,19.732,19.508,19.595,19.802,19.137,19.080,19.359,18.435,19.742,19.122,19.229,18.248,18.623,18.057,20.122,19.791,20.198,18.237,19.690,19.113,19.601,19.239,20.728,18.368,19.845,20.174,19.670,18.474,19.324,19.841,19.006,19.117,18.419,16.541,18.702,19.027,23.098,19.442,19.124,18.012,20.097,16.700,17.837,16.214,16.611,16.727,16.523,16.020
TG(14:0/16:0/20:4),20.170,20.388,19.179,20.076,20.320,21.148,20.234,20.583,18.473,17.818,16.387,20.528,18.820,20.732,19.949,19.270,20.609,18.425,17.847,21.069,19.836,20.352,17.306,19.548,18.506,18.920,19.572,17.361,20.249,18.350,20.283,20.490,20.381,20.052,20.560,19.299,20.117,20.534,18.397,19.356,19.644,20.097,20.889,20.206,18.226,19.627,17.603,19.273,19.306,18.529,17.099,18.037,17.349,19.583,21.537,21.172,16.866,20.126,18.901,19.274,19.271,19.709,17.452,20.831,20.328,18.994,17.811,18.826,20.087,20.437,21.086,18.459,16.116,19.425,19.591,22.011,18.896,19.555,17.250,18.064,17.659,16.792,15.200,16.887,15.244,16.623,15.445
TG(14:0/18:1/18:1);TG(16:0/16:1/18:1),23.087,22.407,22.354,22.820,22.991,23.171,23.156,23.051,22.043,21.658,20.708,22.679,22.911,22.492,22.324,22.046,22.865,22.541,22.251,23.420,22.361,22.225,21.842,22.124,21.733,22.359,22.805,20.793,22.501,22.028,22.608,23.319,22.814,22.973,22.950,22.468,22.945,22.921,22.792,22.758,22.638,22.628,22.252,23.457,23.304,22.436,22.110,22.353,22.312,22.995,21.143,22.104,20.683,22.935,23.475,23.754,21.428,22.106,21.952,22.996,22.612,22.926,21.342,23.103,22.283,22.790,21.701,22.857,22.723,23.073,23.136,22.788,20.360,21.695,22.999,22.192,22.915,22.580,20.785,22.497,21.347,20.660,19.128,19.312,19.698,20.107,18.866
TG(14:0/20:4/20:4);TG(14:0/18:2/22:6),17.747,18.705,17.342,18.227,18.326,19.553,18.435,17.506,16.004,15.606,14.205,17.999,17.669,17.886,16.841,17.216,18.483,16.540,16.064,18.870,17.624,18.297,16.304,17.599,16.838,17.226,16.949,14.886,18.353,15.801,17.928,18.831,18.205,17.998,19.298,17.276,18.095,18.611,16.775,17.510,17.666,18.225,18.849,19.316,16.749,17.702,16.044,16.371,17.253,17.519,15.289,15.818,15.617,17.722,20.240,19.029,14.488,17.711,16.836,17.357,17.370,17.520,15.587,19.039,18.295,16.580,16.639,17.500,17.585,19.221,19.523,17.258,14.214,18.128,17.666,17.108,16.827,18.659,14.897,17.673,17.609,14.907,14.313,14.529,11.822,NA,13.600
